active,empno,company,active_pos,posno,poscompany,fname,mi,lname,annual,salary,unitrate,normunit,payfreq,posstart,posstop,fulltimeequiv,lsalary,nextpay,nextincr,jobcode,jobtitle,lasthire,trans_date,reason,userdef1,userdef2,userdef3,userdef4,userdef5,userdef6,ann_cost,level1,level2,level3,level4,level5,lastact,hrmsreas,hrmsdate,race,sex,education
"A","116","ZSI","A","126","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",01/01/2001,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/2001,"Ab/At","","","","","","",18039.84,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/2001,"","",""
"A","104","ZSI","A","100-2","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",01/01/1999,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/1999,"Ab/At","","","","","","",31138.45,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","101","ZSI","A","149","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,173.33300,"M",04/01/2004,12/31/2099,0.42470,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,04/01/2004,"Ab/At","","","","","","",155000.00,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",04/01/2004,"","",""
"A","106","ZSI","A","149","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,173.33300,"M",04/01/2004,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,04/01/2004,"Ab/At","","","","","","",57150.00,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",04/01/2004,"","",""
"A","109","ZSI","A","183","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,173.33300,"M",01/01/1999,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/1999,"Ab/At","","","","","","",50000.00,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","107","ZSI","A","182.1","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",10/28/2004,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,10/28/2004,"Ab/At","","","","","","",21245.70,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","110","ZSI","A","184","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",07/01/2002,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,07/01/2002,"Ab/At","","","","","","",24429.45,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",07/01/2002,"","",""
"A","113","ZSI","A","185","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",01/01/2000,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/2000,"Ab/At","","","","","","",29253.33,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/2000,"","",""
"A","115","ZSI","A","209","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,173.33300,"M",01/01/1999,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/1999,"Ab/At","","","","","","",37200.00,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","116","ZSI","A","126","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",01/01/2001,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/2001,"Ab/At","","","","","","",18039.84,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/2001,"","",""
"A","104","ZSI","A","100-2","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",01/01/1999,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/1999,"Ab/At","","","","","","",31138.45,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","101","ZSI","A","149","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,173.33300,"M",04/01/2004,12/31/2099,0.42470,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,04/01/2004,"Ab/At","","","","","","",155000.00,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",04/01/2004,"","",""
"A","106","ZSI","A","149","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,173.33300,"M",04/01/2004,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,04/01/2004,"Ab/At","","","","","","",57150.00,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",04/01/2004,"","",""
"A","109","ZSI","A","183","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,173.33300,"M",01/01/1999,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/1999,"Ab/At","","","","","","",50000.00,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","107","ZSI","A","182.1","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",10/28/2004,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,10/28/2004,"Ab/At","","","","","","",21245.70,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","110","ZSI","A","184","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",07/01/2002,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,07/01/2002,"Ab/At","","","","","","",24429.45,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",07/01/2002,"","",""
"A","113","ZSI","A","185","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",01/01/2000,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/2000,"Ab/At","","","","","","",29253.33,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/2000,"","",""
"A","115","ZSI","A","209","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,173.33300,"M",01/01/1999,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/1999,"Ab/At","","","","","","",37200.00,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","116","ZSI","A","126","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,80.00000,"B",01/01/2001,12/31/2099,1.00000,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,01/01/2001,"Ab/At","","","","","","",18039.84,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",01/01/2001,"","",""
"A","104","ZSI","A","100-2","ZSI","Zabrina","S","Smith",31138.45000,598.81640,0.00000,80.00000,"B",01/01/1999,12/31/2099,1.00000,575.36900,07/01/2001,0.000,"LINEIN","Assembly Line Ins",06/22/1986,01/01/1999,"Ab/At","","","","","","",31138.45,"OPERATIONS","MAN","HQ","","",10/20/2009,"PREVWPAY",01/01/1999,"","",""
"A","101","ZSI","A","149","ZSI","Donald","A","Adams",155000.00000,12916.66667,0.00000,173.33300,"M",04/01/2004,12/31/2099,0.42470,4676.92640,03/20/2005,0.000,"PRES","President",02/12/1976,04/01/2004,"Ab/At","","","","","","",155000.00,"CORP","ADMIN","HQ","","",10/20/2009,"MERIT",04/01/2004,"","",""
"A","106","ZSI","A","149","ZSI","Virgil","L","Brown",57150.00000,4762.50000,0.00000,173.33300,"M",04/01/2004,12/31/2099,1.00000,2211.08580,03/20/2005,0.000,"MGRENG","Manager, Engineer",05/22/1986,04/01/2004,"Ab/At","","","","","","",57150.00,"ENGINEERING","SOFTWARE","HQ","","",10/20/2009,"PREVWPAY",04/01/2004,"","",""
"A","109","ZSI","A","183","ZSI","Mary","Sue","Johnson",50000.00000,1923.07692,0.00000,173.33300,"M",01/01/1999,12/31/2099,1.00000,1779.43500,07/01/2001,0.000,"MGRHR","Manager, Human Re",06/12/1988,01/01/1999,"Ab/At","","","","","","",50000.00,"CORP","HR","HQ","","",10/20/2009,"PREVWPAY",01/01/1999,"","",""
"A","107","ZSI","A","182.1","ZSI","Marian","A","Juarez",21245.70000,408.57120,0.00000,80.00000,"B",10/28/2004,12/31/2099,1.00000,385.44440,07/01/2001,0.000,"SECY2","Secretary II",01/23/1989,10/28/2004,"Ab/At","","","","","","",21245.70,"CORP","ADMIN","HQ","","",10/20/2009,"PREVWPAY",01/01/1999,"","",""
"A","110","ZSI","A","184","ZSI","Mary","M","Huang",24429.45000,469.79720,0.00000,80.00000,"B",07/01/2002,12/31/2099,1.00000,440.44400,07/01/2001,0.000,"SECY3","Secretary III",09/27/1989,07/01/2002,"Ab/At","","","","","","",24429.45,"OPERATIONS","MAN","HQ","","",10/20/2009,"FMLA",07/01/2002,"","",""
"A","113","ZSI","A","185","ZSI","Richard","Nathaniel","Rodriguez",29253.33000,562.56400,0.00000,80.00000,"B",01/01/2000,12/31/2099,1.00000,550.00000,07/01/2001,0.000,"BUYER","Raw Materials Buy",07/28/1989,01/01/2000,"Ab/At","","","","","","",29253.33,"OPERATIONS","MATERIALS","HQ","","",10/20/2009,"MERIT",01/01/2000,"","",""
"A","115","ZSI","A","209","ZSI","Richard","S","Peacock",37200.00000,1430.76923,0.00000,173.33300,"M",01/01/1999,12/31/2099,1.00000,1400.53846,07/01/2001,0.000,"SALES2","Sales Rep II",01/14/1988,01/01/1999,"Ab/At","","","","","","",37200.00,"SALES/MKTG","SALES","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","116","ZSI","A","126","ZSI","Sally","S","Smiley",18039.84000,346.92000,0.00000,80.00000,"B",01/01/2001,12/31/2099,1.00000,266.92000,07/01/2001,0.000,"OPER1","Machine Oper I",06/28/1989,01/01/2001,"Ab/At","","","","","","",18039.84,"OPERATIONS","MAN","HQ","","",10/20/2009,"PREVWPAY",01/01/2001,"","",""
"A","104","ZSI","A","100-2","ZSI","Zabrina","S","Smith",31138.45000,598.81640,0.00000,80.00000,"B",01/01/1999,12/31/2099,1.00000,575.36900,07/01/2001,0.000,"LINEIN","Assembly Line Ins",06/22/1986,01/01/1999,"Ab/At","","","","","","",31138.45,"OPERATIONS","MAN","HQ","","",10/20/2009,"PREVWPAY",01/01/1999,"","",""
"A","      131","ZSI","A","141","ZSI","James","J","Eagle",42000.00000,1615.38462,20.19231,173.33300,"M",01/01/1990,12/31/2099,1.00000,1650.00000,07/01/2001,0.000,"MGRMAN","Manager, Manufact",09/28/1989,10/20/2009,"Ab/Py/Jb","","","","","","",42000.00,"OPERATIONS","MAN","HQ","","",10/20/2009,"PREVWPAY",01/01/2000,"","",""
"A","      118","ZSI","A","126","ZSI","Janet","A","Krause",40000.00000,1538.46154,19.23077,173.33300,"M",12/29/1997,12/31/2099,1.00000,852.40000,07/01/2001,0.000,"SALES2","Sales Rep II",03/09/1988,10/20/2009,"Ab/Py","","","","","","",40000.00,"SALES/MKTG","SALES","EAST","","",10/20/2009,"ADJUST",01/01/1999,"","",""
"A","      130","ZSI","A","014","ZSI","Christine","E","Attwater",25303.49000,486.60560,12.16514,80.00000,"B",05/15/1997,12/31/2099,1.00000,280.00000,07/01/2001,0.000,"SECY3","Secretary III",07/12/1988,10/20/2009,"Ab/Py/Jb","","","","","","",25303.49,"SALES/MKTG","SALES","HQ","","",10/20/2009,"PREVWPAY",07/12/1999,"","",""
"A","      114","ZSI","A","184","ZSI","Judith","P","Rise",39100.00000,1503.84615,18.79808,173.33300,"M",05/11/1995,12/31/2099,1.00000,941.90000,07/01/2001,0.000,"SALES2","Sales Rep II",11/27/1988,10/20/2009,"Ab/Py","","","","","","",39100.00,"SALES/MKTG","SALES","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","      135","ZSI","A","029","ZSI","Albert","M","Albright",86547.00000,7212.25000,41.60921,173.33300,"M",10/27/2004,04/15/2009,1.00000,1174.27200,03/20/2005,0.000,"MGRMAN","Manager, Manufact",10/30/1988,10/20/2009,"Ab/Py/Jb","","","","","","",86547.00,"ENGINEERING","MAN","HQ","","",10/20/2009,"ADJUSTUP",04/01/2004,"","",""
"A","      121","ZSI","A","029","ZSI","Cornelia","B","Anderson",27645.03000,531.63520,13.29088,80.00000,"B",10/27/2004,12/31/2099,1.00000,525.00000,07/05/2002,0.000,"OPER3","Machine Oper III",02/10/1989,10/20/2009,"Ab/Py","","","","","","",27645.03,"OPERATIONS","MAN","HQ","","",10/20/2009,"PREVWPAY",01/05/2002,"","",""
"A","      133","ZSI","A","029","ZSI","Tom","T","Garcia",32493.32000,1249.74318,15.62179,173.33300,"M",10/27/2004,12/31/2099,1.00000,632.25000,07/01/2001,0.000,"CSTACCT","Cost Accounting R",01/18/1991,10/20/2009,"Ab/Py/Jb/N","","","","","","",32493.32,"FINANCE","ACCOUNTING","HQ","","",10/20/2009,"MERIT",01/01/1999,"","",""
"A","      130","ZSI","A","124","ZSI","Christine","E","Attwater",25303.49000,486.60560,12.16514,80.00000,"B",10/28/2004,12/31/2099,1.00000,280.00000,07/01/2001,0.000,"SECY3","Secretary III",07/12/1988,10/20/2009,"Ab/Py/Jb","","","","","","",25303.49,"SALES/MKTG","SALES","HQ","","",10/20/2009,"PREVWPAY",07/12/1999,"","",""
"A","      134","ZSI","A","029","ZSI","Donald","N","White",38350.00000,1475.00000,18.43750,173.33300,"M",03/09/2009,12/31/2099,0.50000,695.00000,07/01/2001,0.000,"PROG2","Programmer II",10/30/1986,10/20/2009,"Ab/Py","","","","","","",19175.00,"ENGINEERING","SOFTWARE","HQ","","",10/20/2009,"PERFORM",01/01/2000,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",37440.00000,18.00000,12.00000,572.62400,"H",01/01/2006,12/31/2099,0.27530,5037.26539,01/01/2008,0.000,"PAYROLL","Payroll Administrator",02/12/1976,10/20/2009,"Ab/At","","","","","","",6871.49,"CORP","HR","HQ","","",11/19/2009,"PREVWPAY",10/20/2009,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",31200.00000,15.00000,10.00000,624.00000,"H",01/01/2007,12/31/2099,0.30000,5037.26539,01/01/2008,0.000,"PROG1","Programmer I",02/12/1976,10/20/2009,"Ab/At","","","","","","",6240.00,"CORP","HR","HQ","","",11/19/2009,"PREVWPAY",10/20/2009,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",137239.90000,5278.45760,65.98072,80.00000,"B",01/01/2006,12/31/2099,0.27530,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/19/2009,"Ab/Py/Jb","","","","","","",37782.14,"CORP","HR","HQ","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",137239.90000,5278.45760,65.98072,80.00000,"B",01/01/2007,12/31/2099,0.30000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/19/2009,"Ab/Py/Jb","","","","","","",41171.97,"CORP","HR","HQ","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",137239.90000,5278.45760,18.00000,80.00000,"B",01/01/2006,12/31/2099,0.27530,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",9360.00,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",137239.90000,5278.45760,15.00000,80.00000,"B",01/01/2007,12/31/2099,0.30000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",7800.00,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",137239.90000,5278.45760,65.98072,80.00000,"B",01/01/2006,12/31/2099,0.27530,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",37782.14,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",137239.90000,5278.45760,65.98072,80.00000,"B",01/01/2007,12/31/2099,0.30000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",41171.97,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",137239.90000,5278.45760,18.00000,80.00000,"B",01/01/2006,12/31/2099,0.29000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",9360.00,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",137239.90000,5278.45760,15.00000,80.00000,"B",01/01/2007,12/31/2099,0.35000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",7800.00,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",137239.90000,5278.45760,65.98072,80.00000,"B",01/01/2006,12/31/2099,0.29000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",39799.57,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",137239.90000,5278.45760,20.00000,80.00000,"B",01/01/2007,12/31/2099,0.42000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",10400.00,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",137239.90000,5278.45760,18.00000,80.00000,"B",01/01/2006,12/31/2099,0.29000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",9360.00,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",137239.90000,5278.45760,65.98072,80.00000,"B",01/01/2007,12/31/2099,0.42000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",57640.76,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",137239.90000,5278.45760,65.98072,80.00000,"B",01/01/2006,12/31/2099,0.29000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",39799.57,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",137239.90000,5278.45760,20.00000,80.00000,"B",01/01/2007,12/31/2099,0.42000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",17472.00,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",137239.90000,5278.45760,18.00000,80.00000,"B",01/01/2006,12/31/2099,0.29000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",10857.60,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",137239.90000,5278.45760,65.98072,80.00000,"B",01/01/2007,12/31/2099,0.42000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",57640.76,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","      131","ZSI","A","141","ZSI","James","J","Eagle",70019.36000,2693.05245,33.66316,80.00000,"B",01/01/1990,12/31/2099,1.00000,1650.00000,01/01/2008,0.000,"MGRMAN","Manager, Manufacturing",09/28/1989,11/19/2009,"Ab/Py/Jb","","","","","","",70019.36,"OPERATIONS","MAN","HQ","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","      118","ZSI","A","126","ZSI","Janet","A","Krause",47824.11000,1839.38892,22.99236,80.00000,"B",12/29/1997,12/31/2099,1.00000,852.40000,01/01/2008,0.000,"SALES2","Sales Rep II",03/09/1988,11/19/2009,"Ab/Py","","","","","","",47824.11,"SALES/MKTG","SALES","EAST","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","      130","ZSI","A","014","ZSI","Christine","E","Attwater",28812.29000,554.08255,13.85206,40.00000,"W",05/15/1997,12/31/2099,1.00000,280.00000,01/01/2008,0.000,"SECY2","Secretary II",07/12/1988,11/19/2009,"Ab/Py/Jb","","","","","","",28812.29,"SALES/MKTG","SALES","HQ","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","      114","ZSI","A","184","ZSI","Judith","P","Rise",94299.51000,3626.90416,45.33630,80.00000,"B",05/11/1995,12/31/2099,1.00000,941.90000,01/01/2008,0.000,"SALES2","Sales Rep II",11/27/1988,11/19/2009,"Ab/Py","","","","","","",94299.51,"SALES/MKTG","SALES","HQ","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","      135","ZSI","A","029","ZSI","Albert","M","Albright",80480.71000,3095.41176,38.69265,80.00000,"B",10/27/2004,04/15/2009,1.00000,1174.27200,01/01/2008,0.000,"VPENGR","V.P. Engineering",10/30/1988,11/19/2009,"Ab/Py/Jb","","","","","","",80480.71,"ENGINEERING","MAN","HQ","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","      121","ZSI","A","029","ZSI","Cornelia","B","Anderson",34491.73000,663.30252,16.58256,40.00000,"W",10/27/2004,12/31/2099,1.00000,525.00000,01/01/2008,0.000,"OPER3","Machine Oper III",02/10/1989,11/19/2009,"Ab/Py","","","","","","",34491.73,"OPERATIONS","MAN","HQ","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","      133","ZSI","A","029","ZSI","Tom","T","Garcia, CPP",38849.10000,1494.19633,18.67745,80.00000,"B",10/27/2004,12/31/2099,1.00000,632.25000,01/01/2008,0.000,"CSTACCT","Cost Accounting Rep",01/18/1991,11/19/2009,"Ab/Py/Jb/N","","","","","","",38849.10,"FINANCE","ACCOUNTING","HQ","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","      130","ZSI","A","124","ZSI","Christine","E","Attwater",28812.29000,554.08255,13.85206,40.00000,"W",10/28/2004,12/31/2099,1.00000,280.00000,01/01/2008,0.000,"SECY2","Secretary II",07/12/1988,11/19/2009,"Ab/Py/Jb","","","","","","",28812.29,"SALES/MKTG","SALES","HQ","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","      134","ZSI","A","029","ZSI","Donald","N","White",80480.71000,3095.41176,38.69265,80.00000,"B",03/09/2009,12/31/2099,0.50000,695.00000,01/01/2008,0.000,"PROG2","Programmer II",10/30/1986,11/19/2009,"Ab/Py","","","","","","",40240.36,"ENGINEERING","SOFTWARE","HQ","","",11/19/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",137239.90000,5278.45760,65.98072,80.00000,"B",01/01/2006,12/31/2099,0.29000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",39799.57,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",137239.90000,5278.45760,20.00000,80.00000,"B",01/01/2007,12/31/2099,0.42000,5037.26539,01/01/2008,0.000,"PRES","President",02/12/1976,11/20/2009,"Ab/Py","","","","","","",17472.00,"CORP","HR","HQ","","",11/20/2009,"PREVWPAY",01/01/2007,"","",""
"A","      130","ZSI","A","014","ZSI","Christine","E","Attwater",25303.49000,486.60560,12.16514,80.00000,"B",05/15/1997,12/31/2099,1.00000,280.00000,07/01/2001,0.000,"SECY3","Secretary III",07/12/1988,06/04/2010,"Ab/Py/Jb","","","","","","",25303.49,"SALES/MKTG","SALES","HQ","","",06/04/2010,"PREVWPAY",07/12/1999,"","",""
"A","      111","ZSI","A","029","ZSI","Jane","J","Garcia",58462.00000,4871.83333,28.10727,173.33000,"M",10/27/2004,12/31/2099,1.00000,4625.00000,06/01/1995,0.000,"VPOPER","V.P. Operations",07/20/1987,10/27/2004,"DESC","","","","","","",58462.00,"OPERATIONS","ADMIN","HQ","","",10/27/2004,"MERIT",01/01/1995,"","",""
"A","      133","ZSI","A","029","ZSI","Tom","T","Garcia",32493.32000,1249.74318,15.62179,173.33300,"M",10/27/2004,12/31/2099,1.00000,632.25000,07/01/2001,0.000,"CSTACCT","Cost Accounting R",01/18/1991,06/04/2010,"Ab/Py/Jb/N","","","","","","",32493.32,"FINANCE","ACCOUNTING","HQ","","",06/04/2010,"MERIT",01/01/1999,"","",""
"A","      134","ZSI","A","029","ZSI","Donald","N","White",38350.00000,1475.00000,18.43750,173.33300,"M",03/09/2009,12/31/2099,0.50000,695.00000,07/01/2001,0.000,"PROG2","Programmer II",10/30/1986,06/04/2010,"Ab/Py","","","","","","",19175.00,"ENGINEERING","SOFTWARE","HQ","","",06/04/2010,"PERFORM",01/01/2000,"","",""
"A","      121","ZSI","A","029","ZSI","Cornelia","B","Anderson",27645.03000,531.63520,13.29088,80.00000,"B",10/27/2004,12/31/2099,1.00000,525.00000,07/05/2002,0.000,"OPER3","Machine Oper III",02/10/1989,06/04/2010,"Ab/Py","","","","","","",27645.03,"OPERATIONS","MAN","HQ","","",06/04/2010,"PREVWPAY",01/05/2002,"","",""
"A","101","ZSI","A","029","ZSI","Donald","A","Adams",155000.00000,12916.66667,74.51937,173.33300,"M",01/01/2006,12/31/2099,0.29000,5037.26539,03/20/2005,0.000,"PRES","President",02/12/1976,06/04/2010,"Ab/Py/Or","","","","","","",44950.00,"CORP","ADMIN","HQ","","",06/04/2010,"MERIT",04/01/2004,"","",""
"A","      135","ZSI","A","029","ZSI","Albert","M","Albright",86547.00000,7212.25000,41.60921,173.33300,"M",10/27/2004,04/15/2009,1.00000,1174.27200,03/20/2005,0.000,"MGRMAN","Manager, Manufact",10/30/1988,06/04/2010,"Ab/Py/Jb","","","","","","",86547.00,"ENGINEERING","MAN","HQ","","",06/04/2010,"ADJUSTUP",04/01/2004,"","",""
"A","      130","ZSI","A","124","ZSI","Christine","E","Attwater",25303.49000,486.60560,12.16514,80.00000,"B",10/28/2004,12/31/2099,1.00000,280.00000,07/01/2001,0.000,"SECY3","Secretary III",07/12/1988,06/04/2010,"Ab/Py/Jb","","","","","","",25303.49,"SALES/MKTG","SALES","HQ","","",06/04/2010,"PREVWPAY",07/12/1999,"","",""
"A","      131","ZSI","A","141","ZSI","James","J","Eagle",42000.00000,1615.38462,20.19231,173.33300,"M",01/01/1990,12/31/2099,1.00000,1650.00000,07/01/2001,0.000,"MGRMAN","Manager, Manufact",09/28/1989,06/04/2010,"Ab/Py/Jb","","","","","","",42000.00,"OPERATIONS","MAN","HQ","","",06/04/2010,"PREVWPAY",01/01/2000,"","",""
"A","101","ZSI","A","182.1","ZSI","Donald","A","Adams",155000.00000,12916.66667,74.51937,173.33300,"M",01/01/2007,12/31/2099,0.42000,5037.26539,03/20/2005,0.000,"PRES","President",02/12/1976,06/04/2010,"Ab/Py/Or","","","","","","",65100.00,"CORP","ADMIN","HQ","","",06/04/2010,"MERIT",04/01/2004,"","",""
